Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,
PAMPERS H/C MAXI,3921,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
PAMPERS JUNIOR,3924,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
PAMPERS MAXI,3926,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
PAMPERS MIDI,3928,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
PAMPERS MINI,3930,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
PHONIX DIAPERS H/C,3932,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
SNAGGY MAX,3934,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
SNAGGY MID,3936,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
SNAGGY MINI,3938,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
SOFY PADS,3940,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
STAY FREE,3942,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
SUNNY GIRL,3945,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
TED/JERRY MAXI,3947,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
TED/JERRY MIDI,3949,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
TED/JERRY MINI,3951,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
ZANEAL ASSORTED,3953,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
ZANEAL H/C,3955,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
ZANEAL L/C,3958,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
ROSSY SERVIETS,4001,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
HANAN COTTON BUDS,4003,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
HANAN SERVIETS,4005,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
HANAN POCKET WIPES,4008,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
DETTOL SOAP 60G,4101,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
DETTOL SOAP  90G,4103,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
DETTOL LIQ  50M,4105,code128,,,,,,0,0,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
DETTOL LIQ  125ML,4106,code128,,,,,,209,215,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
SALVLON 75ML,4107,code128,,,,,,84,95,10,VAT @16%,Inclusive,no_image.png,,,,,,,,,
